対象断面,策定日,策定／更新後,連系線,年月日,時刻,方向,空容量,計画潮流,広域調整枠,マージン,運用容量,運用容量決定要因,運用容量拡大分空容量,運用容量拡大分計画潮流,運用容量拡大分運用容量,送電ＮＧ情報件数,送電ＮＧ情報延べ容量,最新更新年月日時刻
翌々日,20201230,策定,北海道・本州間電力連系設備,2021/01/01,00:30,順方向,775.0,0.0,25,100,900,熱容量,0,0,0,0,0,2020/12/30 15:00:03
翌々日,20201230,策定,北海道・本州間電力連系設備,2021/01/01,00:30,逆方向,-515.0,0.0,-25,-360,-900,熱容量,0,0,0,0,0,2020/12/30 15:00:03
翌々日,20201230,策定,北海道・本州間電力連系設備,2021/01/01,01:00,順方向,775.0,0.0,25,100,900,熱容量,0,0,0,0,0,2020/12/30 15:00:03
翌々日,20201230,策定,北海道・本州間電力連系設備,2021/01/01,01:00,逆方向,-515.0,0.0,-25,-360,-900,熱容量,0,0,0,0,0,2020/12/30 15:00:03
翌々日,20201230,策定,北海道・本州間電力連系設備,2021/01/01,01:30,順方向,785.0,0.0,25,90,900,熱容量,0,0,0,0,0,2020/12/30 15:00:03
翌々日,20201230,策定,北海道・本州間電力連系設備,2021/01/01,01:30,逆方向,-515.0,0.0,-25,-360,-900,熱容量,0,0,0,0,0,2020/12/30 15:00:03
翌々日,20201230,策定,北海道・本州間電力連系設備,2021/01/01,02:00,順方向,785.0,0.0,25,90,900,熱容量,0,0,0,0,0,2020/12/30 15:00:03
翌々日,20201230,策定,北海道・本州間電力連系設備,2021/01/01,02:00,逆方向,-515.0,0.0,-25,-360,-900,熱容量,0,0,0,0,0,2020/12/30 15:00:03
翌々日,20201230,策定,北海道・本州間電力連系設備,2021/01/01,02:30,順方向,795.0,0.0,25,80,900,熱容量,0,0,0,0,0,2020/12/30 15:00:03
翌々日,20201230,策定,北海道・本州間電力連系設備,2021/01/01,02:30,逆方向,-525.0,0.0,-25,-350,-900,熱容量,0,0,0,0,0,2020/12/30 15:00:03
翌々日,20201230,策定,北海道・本州間電力連系設備,2021/01/01,03:00,順方向,795.0,0.0,25,80,900,熱容量,0,0,0,0,0,2020/12/30 15:00:03
翌々日,20201230,策定,北海道・本州間電力連系設備,2021/01/01,03:00,逆方向,-525.0,0.0,-25,-350,-900,熱容量,0,0,0,0,0,2020/12/30 15:00:03
翌々日,20201230,策定,北海道・本州間電力連系設備,2021/01/01,03:30,順方向,795.0,0.0,25,80,900,熱容量,0,0,0,0,0,2020/12/30 15:00:03
翌々日,20201230,策定,北海道・本州間電力連系設備,2021/01/01,03:30,逆方向,-525.0,0.0,-25,-350,-900,熱容量,0,0,0,0,0,2020/12/30 15:00:03
翌々日,20201230,策定,北海道・本州間電力連系設備,2021/01/01,04:00,順方向,795.0,0.0,25,80,900,熱容量,0,0,0,0,0,2020/12/30 15:00:03
翌々日,20201230,策定,北海道・本州間電力連系設備,2021/01/01,04:00,逆方向,-525.0,0.0,-25,-350,-900,熱容量,0,0,0,0,0,2020/12/30 15:00:03
翌々日,20201230,策定,北海道・本州間電力連系設備,2021/01/01,04:30,順方向,805.0,0.0,25,70,900,熱容量,0,0,0,0,0,2020/12/30 15:00:03
翌々日,20201230,策定,北海道・本州間電力連系設備,2021/01/01,04:30,逆方向,-525.0,0.0,-25,-350,-900,熱容量,0,0,0,0,0,2020/12/30 15:00:03
翌々日,20201230,策定,北海道・本州間電力連系設備,2021/01/01,05:00,順方向,805.0,0.0,25,70,900,熱容量,0,0,0,0,0,2020/12/30 15:00:03
翌々日,20201230,策定,北海道・本州間電力連系設備,2021/01/01,05:00,逆方向,-525.0,0.0,-25,-350,-900,熱容量,0,0,0,0,0,2020/12/30 15:00:03
翌々日,20201230,策定,北海道・本州間電力連系設備,2021/01/01,05:30,順方向,785.0,0.0,25,90,900,熱容量,0,0,0,0,0,2020/12/30 15:00:03
