対象断面,策定日,策定／更新後,連系線,年月日,時刻,方向,空容量,計画潮流,広域調整枠,マージン,運用容量,運用容量決定要因,運用容量拡大分空容量,運用容量拡大分計画潮流,運用容量拡大分運用容量,送電ＮＧ情報件数,送電ＮＧ情報延べ容量,最新更新年月日時刻
翌々日,20251001,策定,北海道・本州間電力連系設備,2025/10/03,00:30,順方向,590.0,0.0,0,310.0,900,熱容量,0,0,0,0,0,2025/10/01 15:00:06
翌々日,20251001,策定,北海道・本州間電力連系設備,2025/10/03,00:30,逆方向,-263.0,0.0,0,-637.0,-900,熱容量,0,0,0,0,0,2025/10/01 15:00:06
翌々日,20251001,策定,北海道・本州間電力連系設備,2025/10/03,01:00,順方向,590.0,0.0,0,310.0,900,熱容量,0,0,0,0,0,2025/10/01 15:00:06
翌々日,20251001,策定,北海道・本州間電力連系設備,2025/10/03,01:00,逆方向,-263.0,0.0,0,-637.0,-900,熱容量,0,0,0,0,0,2025/10/01 15:00:06
翌々日,20251001,策定,北海道・本州間電力連系設備,2025/10/03,01:30,順方向,580.0,0.0,0,320.0,900,熱容量,0,0,0,0,0,2025/10/01 15:00:06
翌々日,20251001,策定,北海道・本州間電力連系設備,2025/10/03,01:30,逆方向,-253.0,0.0,0,-647.0,-900,熱容量,0,0,0,0,0,2025/10/01 15:00:06
翌々日,20251001,策定,北海道・本州間電力連系設備,2025/10/03,02:00,順方向,580.0,0.0,0,320.0,900,熱容量,0,0,0,0,0,2025/10/01 15:00:06
翌々日,20251001,策定,北海道・本州間電力連系設備,2025/10/03,02:00,逆方向,-253.0,0.0,0,-647.0,-900,熱容量,0,0,0,0,0,2025/10/01 15:00:06
翌々日,20251001,策定,北海道・本州間電力連系設備,2025/10/03,02:30,順方向,590.0,0.0,0,310.0,900,熱容量,0,0,0,0,0,2025/10/01 15:00:06
翌々日,20251001,策定,北海道・本州間電力連系設備,2025/10/03,02:30,逆方向,-263.0,0.0,0,-637.0,-900,熱容量,0,0,0,0,0,2025/10/01 15:00:06
翌々日,20251001,策定,北海道・本州間電力連系設備,2025/10/03,03:00,順方向,590.0,0.0,0,310.0,900,熱容量,0,0,0,0,0,2025/10/01 15:00:06
翌々日,20251001,策定,北海道・本州間電力連系設備,2025/10/03,03:00,逆方向,-263.0,0.0,0,-637.0,-900,熱容量,0,0,0,0,0,2025/10/01 15:00:06
